HOG0005104	PCA001	maximal+minimal	N0[Pmax+min]	0	.	0	g7240	ENSLPGP00000003040.1	11	ok
HOG0005108	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g6323	ENSLPGP00000003097.1	10	ok
HOG0005114	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g2085	ENSLPGP00000003247.1	9	ok
HOG0005117	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g2219	ENSLPGP00000003323.1	11	ok
HOG0005121	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g9025	ENSLPGP00000003350.1	10	ok
HOG0005127	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g7160	ENSLPGP00000003644.1	10	ok
HOG0005129	PCA001	maximal+minimal	N64[Pmax+min]	64	.	0	g9952	ENSLPGP00000003687.1;ENSLPGP00000003701.1	13	ok
HOG0005139	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g6181	ENSLPGP00000003889.1	7	ok
HOG0005146	PCA001	maximal+minimal	N62[Pmax+min]	62	.	0	g356	ENSLPGP00000004027.1	9	ok
HOG0005150	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g940	ENSLPGP00000004057.1	6	ok
HOG0005152	PCA001	maximal+minimal	N3[Pmax+min]	3	.	0	g10655	ENSLPGP00000004068.1	9	ok
HOG0005155	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g3914	ENSLPGP00000004090.1;ENSLPGP00000004106.1;ENSLPGP00000004079.1	15	ok
HOG0005156	PCA001	maximal+minimal	N59[Pmax+min]	59	.	0	g8477	ENSLPGP00000004148.1	8	ok
HOG0005163	PCA001	maximal+minimal	N2[Pmax+min]	2	.	0	g8861	ENSLPGP00000004298.1	12	ok
HOG0005164	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g8675	ENSLPGP00000004319.1	9	ok
HOG0005166	PCA001	maximal+minimal	N67[Pmax+min]	67	.	0	g2579	ENSLPGP00000004426.1;ENSLPGP00000004419.1	11	ok
HOG0005167	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g6575	ENSLPGP00000004445.1	12	ok
HOG0005169	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g2338	ENSLPGP00000004497.1	4	ok
HOG0005182	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g6131	ENSLPGP00000004751.1	13	ok
HOG0005188	PCA001	maximal+minimal	N108[Pmax+min]	108	.	0	g6760;g6036	ENSLPGP00000004958.1;ENSLPGP00000004952.1;ENSLPGP00000004940.1	22	ok
HOG0005189	PCA001	maximal+minimal	N3[Pmax+min]	3	.	0	g4646	ENSLPGP00000005011.1;ENSLPGP00000004997.1	11	ok
HOG0005191	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g6264	ENSLPGP00000005040.1;ENSLPGP00000005045.1	17	ok
HOG0005192	PCA001	maximal+minimal	N86[Pmax+min]	86	.	0	g3468	ENSLPGP00000005053.1	6	ok
HOG0005200	PCA001	maximal+minimal	N90[Pmax+min]	90	.	0	g6641	ENSLPGP00000005247.1;ENSLPGP00000005253.1	11	ok
HOG0005207	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g13053	ENSLPGP00000018589.1	13	ok
HOG0005216	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g9851	ENSLPGP00000021006.1;ENSLPGP00000019006.1	11	ok
HOG0005217	PCA001	maximal+minimal	N82[Pmax+min]	82	.	0	g1572	ENSLPGP00000019027.1;ENSLPGP00000023842.1	16	ok
HOG0005224	PCA001	maximal+minimal	N58[Pmax+min]	58	.	0			4	ok
HOG0005227	PCA001	maximal+minimal	N3[Pmax+min]	3	.	0	g5779		8	ok
HOG0005228	PCA001	maximal+minimal	N3[Pmax+min]	3	.	0	g10146	ENSLPGP00000019862.1;ENSLPGP00000019874.1	11	ok
HOG0005235	PCA001	maximal+minimal	N10[Pmax+min]	10	.	0	g10145	ENSLPGP00000020144.1;ENSLPGP00000020153.1	4	ok
HOG0005236	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g5952	ENSLPGP00000020180.1	13	ok
HOG0005251	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g3655	ENSLPGP00000020795.1	14	ok
HOG0005252	PCA001	maximal+minimal	N7[Pmax+min]	7	.	0	g9868	ENSLPGP00000020807.1	13	ok
HOG0005255	PCA001	maximal+minimal	N6[Pmax+min]	6	.	0	g4129;g6991	ENSLPGP00000020846.1	16	ok
HOG0005256	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g3336	ENSLPGP00000020923.1	15	ok
HOG0005273	PCA001	maximal+minimal	N4[Pmax+min]	4	.	0	g9081	ENSLPGP00000021403.1;ENSLPGP00000021424.1	16	ok
HOG0005282	PCA002	minimal	N46[Pmin]	46	.	0	g9346		8	ok
HOG0005283	PCA001	maximal+minimal	N28[Pmax+min]	28	.	0	g10140;g1400		10	ok
HOG0005285	PCA001	maximal+minimal	N103[Pmax+min]	103	.	0	g2188	ENSLPGP00000022069.1	9	ok
HOG0005299	PCA001	maximal+minimal	N75[Pmax+min]	75	.	0	g8571	ENSLPGP00000022513.1	8	ok
HOG0005306	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g8475	ENSLPGP00000022918.1	8	ok
HOG0005310	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g9522	ENSLPGP00000023082.1	7	ok
HOG0005317	PCA001	maximal+minimal	N43[Pmax+min]	43	.	0	g10109	ENSLPGP00000023303.1	13	ok
HOG0005321	PCA002	minimal	N46[Pmin]	46	.	0	g1202		5	ok
HOG0005341	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g2002	ENSLPGP00000024674.1	7	ok
HOG0005342	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g9297;g2168	ENSLPGP00000024687.1	6	ok
HOG0005354	PCA002	minimal	N104[Pmin]	104	.	0	g4971	ENSLPGP00000027817.1	17	ok
HOG0005356	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g8969	ENSLPGP00000027982.1	7	ok
HOG0005367	PCA001	maximal+minimal	N160[Pmax+min]	160	.	0		ENSLPGP00000029164.1	10	ok
HOG0005370	PCA001	maximal+minimal	N128[Pmax+min]	128	.	0		ENSLPGP00000029241.1	15	ok
HOG0005371	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g3571	ENSLPGP00000029256.1	16	ok
HOG0005372	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g252	ENSLPGP00000029413.1	9	ok
HOG0005380	PCA002	minimal	N67[Pmin]	67	.	0		ENSLPGP00000029703.1	7	ok
HOG0005389	PCA001	maximal+minimal	N179[Pmax+min]	179	.	0	g1697	ENSLPGP00000029971.1;ENSLPGP00000029961.1;ENSLPGP00000029985.1;ENSLPGP00000029450.1	16	ok
HOG0005400	PCA001	maximal+minimal	N10[Pmax+min]	10	.	0	g8801	ENSLPGP00000030440.1	13	ok
HOG0005404	PCA001	maximal+minimal	N149[Pmax+min]	149	.	0	g2793;g3587	ENSLPGP00000030557.1	23	ok
HOG0005407	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g10885	ENSLPGP00000030709.1;ENSLPGP00000030697.1	7	ok
HOG0005409	PCA001	maximal+minimal	N4[Pmax+min]	4	.	0	g9954	ENSLPGP00000029913.1;ENSLPGP00000030765.1	17	ok
HOG0005410	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g11966	ENSLPGP00000030774.1	4	ok
HOG0005412	PCA001	maximal+minimal	N92[Pmax+min]	92	.	0	g10894	ENSLPGP00000030867.1	6	ok
HOG0005420	PCA001	maximal+minimal	N13[Pmax+min]	13	.	0	g2733	ENSLPGP00000031115.1	11	ok
HOG0005421	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g11291	ENSLPGP00000031126.1	10	ok
HOG0005423	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g371	ENSLPGP00000030077.1;ENSLPGP00000031290.1	7	ok
HOG0005430	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g12101	ENSLPGP00000031836.1	15	ok
HOG0005433	PCA001	maximal+minimal	N95[Pmax+min]	95	.	0	g8930	ENSLPGP00000031994.1	12	ok
HOG0005444	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g6016	ENSLPGP00000032409.1	4	ok
HOG0005446	PCA001	maximal+minimal	N9[Pmax+min]	9	.	0	g10890		8	ok
HOG0005447	PCA001	maximal+minimal	N116[Pmax+min]	116	.	0	g577	ENSLPGP00000032483.1;ENSLPGP00000032472.1	17	ok
HOG0005448	PCA001	maximal+minimal	N20[Pmax+min]	20	.	0	g3184	ENSLPGP00000032471.1;ENSLPGP00000032484.1;ENSLPGP00000032491.1	10	ok
HOG0005450	PCA001	maximal+minimal	N138[Pmax+min]	138	.	0	g12027	ENSLPGP00000032642.1;ENSLPGP00000032655.1	18	ok
HOG0005451	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g1068	ENSLPGP00000032718.1	7	ok
HOG0005455	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g2321	ENSLPGP00000032944.1	7	ok
HOG0005458	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g3503	ENSLPGP00000033162.1	16	ok
HOG0005459	PCA001	maximal+minimal	N111[Pmax+min]	111	.	0	g8847	ENSLPGP00000033239.1	12	ok
HOG0005462	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g2343	ENSLPGP00000033328.1	7	ok
HOG0005464	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g8143	ENSLPGP00000033531.1	11	ok
HOG0005468	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g157	ENSLPGP00000034213.1	15	ok
HOG0005469	PCA001	maximal+minimal	N47[Pmax+min]	47	.	0	g13586	ENSLPGP00000029982.1	10	ok
HOG0005470	PCA001	maximal+minimal	N78[Pmax+min]	78	.	0	g4454		7	ok
HOG0005472	PCA001	maximal+minimal	N67[Pmax+min]	67	.	0	g8505	ENSLPGP00000030296.1	9	ok
HOG0005473	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g10250	ENSLPGP00000030486.1	11	ok
HOG0005477	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g4788	ENSLPGP00000030567.1	13	ok
HOG0005480	PCA001	maximal+minimal	N3[Pmax+min]	3	.	0	g12798	ENSLPGP00000030638.1;ENSLPGP00000030628.1	12	ok
HOG0005481	PCA001	maximal+minimal	N121[Pmax+min]	121	.	0	g3875	ENSLPGP00000030776.1	8	ok
HOG0005482	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g4459	ENSLPGP00000030804.1	8	ok
HOG0005483	PCA002	minimal	N118[Pmin]	118	.	0			5	ok
HOG0005489	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g10400	ENSLPGP00000031278.1	7	ok
HOG0005494	PCA001	maximal+minimal	N29[Pmax+min]	29	.	0	g12361	ENSLPGP00000031422.1	6	ok
HOG0005496	PCA001	maximal+minimal	N12[Pmax+min]	12	.	0		ENSLPGP00000031438.1	6	ok
HOG0005501	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g2132	ENSLPGP00000031541.1;ENSLPGP00000031528.1	18	ok
HOG0005502	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g756	ENSLPGP00000031531.1	8	ok
HOG0005510	PCA001	maximal+minimal	N92[Pmax+min]	92	.	0	g4183	ENSLPGP00000031837.1	13	ok
HOG0005516	PCA001	maximal+minimal	N104[Pmax+min]	104	.	0	g10015;g3668	ENSLPGP00000032006.1	13	ok
HOG0005518	PCA001	maximal+minimal	N121[Pmax+min]	121	.	0	g4427	ENSLPGP00000032027.1	14	ok
HOG0005519	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g10331	ENSLPGP00000032028.1	7	ok
HOG0005522	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g2397	ENSLPGP00000032178.1	9	ok
HOG0005527	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g11155	ENSLPGP00000032428.1;ENSLPGP00000032414.1	10	ok
HOG0005534	PCA001	maximal+minimal	N4[Pmax+min]	4	.	0	g4437	ENSLPGP00000032569.1	6	ok
HOG0005539	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g6971	ENSLPGP00000032805.1	7	ok
HOG0005540	PCA001	maximal+minimal	N22[Pmax+min]	22	.	0	g1476		6	ok
HOG0005551	PCA001	maximal+minimal	N28[Pmax+min]	28	.	0	g10772	ENSLPGP00000033586.1	19	ok
HOG0005553	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g6462	ENSLPGP00000033643.1	6	ok
HOG0005555	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g13741	ENSLPGP00000033673.1	5	ok
HOG0005561	PCA001	maximal+minimal	N9[Pmax+min]	9	.	0	g7731	ENSLPGP00000033854.1	10	ok
HOG0005562	PCA001	maximal+minimal	N170[Pmax+min]	170	.	0	g4872	ENSLPGP00000033863.1	11	ok
HOG0005568	PCA001	maximal+minimal	N9[Pmax+min]	9	.	0	g5213	ENSLPGP00000033912.1	15	ok
HOG0005570	PCA003	minimal	N54[Pmin]	54	.	0	g6561	ENSLPGP00000033968.1	13	ok
HOG0005571	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g3596	ENSLPGP00000033974.1	12	ok
HOG0005572	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g8119	ENSLPGP00000033991.1	13	ok
HOG0005574	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g9109	ENSLPGP00000034031.1	13	ok
HOG0005578	PCA001	maximal+minimal	N5[Pmax+min]	5	.	0	g6368	ENSLPGP00000034191.1	10	ok
HOG0005581	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g6283	ENSLPGP00000034218.1	4	ok
HOG0005584	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g8253	ENSLPGP00000034319.1	11	ok
HOG0005585	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g12975	ENSLPGP00000034348.1	14	ok
HOG0005586	PCA001	maximal+minimal	N0[Pmax+min]	0	.	0	g6669	ENSLPGP00000034401.1	9	ok
HOG0005587	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g11637	ENSLPGP00000034404.1	10	ok
HOG0005589	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g8263		7	ok
HOG0005592	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g13042	ENSLPGP00000034520.1	13	ok
HOG0005593	PCA001	maximal+minimal	N5[Pmax+min]	5	.	0	g2436	ENSLPGP00000034538.1;ENSLPGP00000034551.1	11	ok
HOG0005597	PCA001	maximal+minimal	N60[Pmax+min]	60	.	0	g9270	ENSLPGP00000034657.1;ENSLPGP00000034675.1	16	ok
HOG0005598	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g2877	ENSLPGP00000034709.1;ENSLPGP00000034720.1	10	ok
HOG0005599	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g3185	ENSLPGP00000034767.1	11	ok
HOG0005603	PCA001	maximal+minimal	N50[Pmax+min]	50	.	0	g150	ENSLPGP00000034918.1	15	ok
HOG0005606	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g5503	ENSLPGP00000035029.1;ENSLPGP00000035042.1	11	ok
HOG0005612	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g5245	ENSLPGP00000035494.1	10	ok
HOG0005615	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g4470	ENSLPGP00000035688.1	7	ok
HOG0005616	PCA001	maximal+minimal	N83[Pmax+min]	83	.	0	g4551	ENSLPGP00000035939.1;ENSLPGP00000035973.1;ENSLPGP00000035956.1	10	ok
HOG0005620	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g8340;g13208	ENSLPGP00000032565.1	10	ok
HOG0005625	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g9146	ENSLPGP00000032876.1	8	ok
HOG0005643	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g1121	ENSLPGP00000034227.1	17	ok
HOG0005645	PCA001	maximal+minimal	N3[Pmax+min]	3	.	0	g9219	ENSLPGP00000034297.1	9	ok
HOG0005649	PCA001	maximal+minimal	N71[Pmax+min]	71	.	0	g8471	ENSLPGP00000034395.1	4	ok
HOG0005651	PCA002	minimal	N2[Pmin]	2	.	0		ENSLPGP00000034459.1	5	ok
HOG0005652	PCA001	maximal+minimal	N47[Pmax+min]	47	.	0			4	ok
HOG0005652	PCA002	maximal+minimal	N83[Pmax+min]	83	.	0			11	ok
HOG0005662	PCA001	maximal+minimal	N15[Pmax+min]	15	.	0	g9864	ENSLPGP00000035253.1	9	ok
HOG0005668	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g11379	ENSLPGP00000035606.1	6	ok
HOG0005669	PCA001	maximal+minimal	N40[Pmax+min]	40	.	0			4	ok
HOG0005669	PCA003	minimal	N51[Pmin]	51	.	0		ENSLPGP00000000289.1	11	ok
HOG0005669	PCA005	minimal	N83[Pmin]	83	.	0			10	ok
HOG0005675	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g13250	ENSLPGP00000036043.1	11	ok
HOG0005676	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g9651	ENSLPGP00000036050.1	6	ok
HOG0005681	PCA001	maximal+minimal	N3[Pmax+min]	3	.	0	g8131	ENSLPGP00000036313.1	8	ok
HOG0005682	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g9218	ENSLPGP00000036378.1	8	ok
HOG0005684	PCA001	maximal+minimal	N13[Pmax+min]	13	.	0	g875	ENSLPGP00000036424.1	11	ok
HOG0005687	PCA001	maximal+minimal	N3[Pmax+min]	3	.	0	g13159	ENSLPGP00000036468.1	12	ok
HOG0005689	PCA001	maximal+minimal	N50[Pmax+min]	50	.	0	g12051	ENSLPGP00000036676.1	9	ok
HOG0005692	PCA001	maximal+minimal	N2[Pmax+min]	2	.	0	g3951	ENSLPGP00000036817.1	5	ok
HOG0005699	PCA001	maximal+minimal	N0[Pmax+min]	0	.	0	g4219	ENSLPGP00000037077.1	8	ok
HOG0005703	PCA001	maximal+minimal	N89[Pmax+min]	89	.	0	g6428	ENSLPGP00000037313.1	10	ok
HOG0005723	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g8523	ENSLPGP00000034445.1	7	ok
HOG0005727	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g10336	ENSLPGP00000034857.1	6	ok
HOG0005733	PCA001	maximal+minimal	N104[Pmax+min]	104	.	0	g5592	ENSLPGP00000035119.1;ENSLPGP00000035111.1	17	ok
HOG0005735	PCA002	minimal	N85[Pmin]	85	.	0	g3825	ENSLPGP00000035266.1	6	ok
HOG0005740	PCA001	maximal+minimal	N4[Pmax+min]	4	.	0	g3766	ENSLPGP00000035560.1	13	ok
HOG0005745	PCA001	maximal+minimal	N56[Pmax+min]	56	.	0	g5273	ENSLPGP00000035749.1	11	ok
HOG0005746	PCA001	maximal+minimal	N92[Pmax+min]	92	.	0	g2133	ENSLPGP00000035801.1	13	ok
HOG0005750	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g825	ENSLPGP00000036048.1	9	ok
HOG0005753	PCA001	maximal+minimal	N6[Pmax+min]	6	.	0	g2964	ENSLPGP00000036219.1;ENSLPGP00000036227.1;ENSLPGP00000036237.1	14	ok
HOG0005757	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g1722	ENSLPGP00000036442.1	9	ok
HOG0005759	PCA001	maximal+minimal	N8[Pmax+min]	8	.	0	g845	ENSLPGP00000036500.1	12	ok
HOG0005771	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g10604	ENSLPGP00000037818.1;ENSLPGP00000037845.1;ENSLPGP00000037833.1	12	ok
HOG0005777	PCA001	maximal+minimal	N10[Pmax+min]	10	.	0	g9000;g3751	ENSLPGP00000038382.1;ENSLPGP00000038376.1	19	ok
HOG0005786	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g10424	ENSLPGP00000038706.1	9	ok
HOG0005792	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g311	ENSLPGP00000037384.1	7	ok
HOG0005793	PCA001	maximal+minimal	N28[Pmax+min]	28	.	0	g5234	ENSLPGP00000037516.1	5	ok
HOG0005794	PCA002	minimal	N147[Pmin]	147	.	0	g12528	ENSLPGP00000026921.1;ENSLPGP00000026936.1;ENSLPGP00000037515.1;ENSLPGP00000037527.1	23	ok
HOG0005796	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g5854	ENSLPGP00000038492.1	4	ok
HOG0005797	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g6314	ENSLPGP00000038527.1;ENSLPGP00000038546.1;ENSLPGP00000038538.1	13	ok
HOG0005798	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g6025	ENSLPGP00000038735.1	6	ok
HOG0005815	PCA002	minimal	N26[Pmin]	26	.	0	g1023		7	ok
HOG0005816	PCA001	maximal+minimal	N4[Pmax+min]	4	.	0	g5515;g9594	ENSLPGP00000039522.1	8	ok
HOG0005819	PCA001	maximal+minimal	N11[Pmax+min]	11	.	0	g5985		7	ok
HOG0005820	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g10865	ENSLPGP00000039706.1	9	ok
HOG0005825	PCA001	maximal+minimal	N4[Pmax+min]	4	.	0	g6028;g2323	ENSLPGP00000039914.1	16	ok
HOG0005826	PCA001	maximal+minimal	N0[Pmax+min]	0	.	0	g7184	ENSLPGP00000039924.1;ENSLPGP00000039907.1	18	ok
HOG0005828	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g1210	ENSLPGP00000039970.1	12	ok
HOG0005832	PCA001	maximal+minimal	N7[Pmax+min]	7	.	0	g13263	ENSLPGP00000040201.1;ENSLPGP00000040207.1;ENSLPGP00000040222.1	20	ok
HOG0005833	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g781	ENSLPGP00000040342.1	10	ok
HOG0005835	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g4520	ENSLPGP00000040664.1	7	ok
HOG0005842	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g6129	ENSLPGP00000041155.1	6	ok
HOG0005844	PCA001	maximal+minimal	N119[Pmax+min]	119	.	0	g3071;g9557	ENSLPGP00000041171.1	21	ok
HOG0005845	PCA002	minimal	N36[Pmin]	36	.	0	g12098	ENSLPGP00000041213.1	8	ok
HOG0005848	PCA002	minimal	N103[Pmin]	103	.	0		ENSLPGP00000027619.1;ENSLPGP00000033169.1;ENSLPGP00000028609.1	11	ok
HOG0005853	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g5409	ENSLPGP00000041681.1	10	ok
HOG0005858	PCA001	maximal+minimal	N3[Pmax+min]	3	.	0	g11270	ENSLPGP00000013870.1;ENSLPGP00000041932.1;ENSLPGP00000041928.1	14	ok
HOG0005861	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g8982	ENSLPGP00000041980.1	12	ok
HOG0005867	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g13157	ENSLPGP00000042199.1	6	ok
HOG0005870	PCA001	maximal+minimal	N101[Pmax+min]	101	.	0	g8565	ENSLPGP00000042246.1	4	ok
HOG0005870	PCA002	maximal+minimal	N111[Pmax+min]	111	.	0	g11321	ENSLPGP00000034802.1	8	ok
HOG0005872	PCA001	maximal+minimal	N1[Pmax+min]	1	.	0	g12164	ENSLPGP00000042453.1	10	ok
HOG0005874	PCA001	maximal+minimal	N4[Pmax+min]	4	.	0	g9693	ENSLPGP00000035539.1	12	ok
