Aque_Archaeo_1;Slac_0	Aque_Archaeo_1;Slac_0_pval1	Aque_Archaeo_1;Slac_0_pval2	Aque_Archaeo_1;Slac_21	Aque_Archaeo_1;Slac_21_pval1	Aque_Archaeo_1;Slac_21_pval2	Aque_Archaeo_1;Slac_3	Aque_Archaeo_1;Slac_3_pval1	Aque_Archaeo_1;Slac_3_pval2	Aque_Archaeo_1;Slac_5	Aque_Archaeo_1;Slac_5_pval1	Aque_Archaeo_1;Slac_5_pval2	Aque_Bactericidal;Slac_31	Aque_Bactericidal;Slac_31_pval1	Aque_Bactericidal;Slac_31_pval2	Aque_Choano_to_pinaco;Slac_15	Aque_Choano_to_pinaco;Slac_15_pval1	Aque_Choano_to_pinaco;Slac_15_pval2	Aque_Choano_to_pinaco;Slac_24	Aque_Choano_to_pinaco;Slac_24_pval1	Aque_Choano_to_pinaco;Slac_24_pval2	Aque_Choano_to_pinaco;Slac_32	Aque_Choano_to_pinaco;Slac_32_pval1	Aque_Choano_to_pinaco;Slac_32_pval2	Aque_Choanocytes_1;Slac_25	Aque_Choanocytes_1;Slac_25_pval1	Aque_Choanocytes_1;Slac_25_pval2	Aque_Choanocytes_2;Slac_25	Aque_Choanocytes_2;Slac_25_pval1	Aque_Choanocytes_2;Slac_25_pval2	Aque_Choanocytes_2;Slac_30	Aque_Choanocytes_2;Slac_30_pval1	Aque_Choanocytes_2;Slac_30_pval2	Aque_Pinaco_1;Slac_14	Aque_Pinaco_1;Slac_14_pval1	Aque_Pinaco_1;Slac_14_pval2	Aque_Pinaco_1;Slac_17	Aque_Pinaco_1;Slac_17_pval1	Aque_Pinaco_1;Slac_17_pval2	Aque_Pinaco_1;Slac_22	Aque_Pinaco_1;Slac_22_pval1	Aque_Pinaco_1;Slac_22_pval2	Aque_Pinaco_1;Slac_8	Aque_Pinaco_1;Slac_8_pval1	Aque_Pinaco_1;Slac_8_pval2	Aque_Sperm;Slac_4	Aque_Sperm;Slac_4_pval1	Aque_Sperm;Slac_4_pval2	Aque_Unk_1;Slac_4	Aque_Unk_1;Slac_4_pval1	Aque_Unk_1;Slac_4_pval2
Aque_Aqu2.1.07543-001;Slac_ENSLPGG00000028683	5.249550863120593e-114	4.6375173078021236e-76	Aque_Aqu2.1.35782-001;Slac_ENSLPGG00000006246	1.2434888697369219e-92	1.5296111144191326e-60	Aque_Aqu2.1.37747-001;Slac_ENSLPGG00000010195	1.520304058493942e-143	7.49018270378121e-168	Aque_Aqu2.1.21796-001;Slac_ENSLPGG00000020424	1.2188109824148507e-117	3.3723137177230222e-102				Aque_Aqu2.1.23245-001;Slac_ENSLPGG00000013844	6.412219767578961e-13	1.7058538510207692e-102	Aque_Aqu2.1.28495-001;Slac_ENSLPGG00000023963	3.050594406121623e-25	6.68653400023443e-06	Aque_Aqu2.1.32548-001;Slac_ENSLPGG00000002171	0.0016118061765567644	2.5730742542634384e-20	Aque_Aqu2.1.42693-001;Slac_ENSLPGG00000026194	0.009867365457725135	6.674291937003132e-10	Aque_Aqu2.1.44218-001;Slac_ENSLPGG00000015655	2.1931163753421432e-08	1.5555584095616784e-48	Aque_Aqu2.1.39162-001;Slac_ENSLPGG00000009760	1.1576352078665665e-55	2.498785445450369e-32	Aque_Aqu2.1.39671-001;Slac_ENSLPGG00000012011	5.6277730716785066e-24	1.1043109540803633e-23	Aque_Aqu2.1.43555-001;Slac_ENSLPGG00000007730	9.172629855478385e-23	1.5161634843722148e-162	Aque_Aqu2.1.29862-001;Slac_ENSLPGG00000010736	1.5187831121386648e-33	2.0988989273194013e-05	Aque_Aqu2.1.23239-001;Slac_ENSLPGG00000005134	7.943361772072874e-20	8.764793364384847e-09	Aque_Aqu2.1.30847-001;Slac_ENSLPGG00000006723	1.0199974448186124e-12	1.0097123505710865e-270	Aque_Aqu2.1.34242-001;Slac_ENSLPGG00000003042	2.6636952879978064e-11	2.521055910025255e-41
Aque_Aqu2.1.44014-001;Slac_ENSLPGG00000009021	1.3224867554283511e-120	2.180674028483158e-84	Aque_Aqu2.1.39934-001;Slac_ENSLPGG00000026505	4.277056854050607e-115	2.767133168938679e-70	Aque_Aqu2.1.40409-001;Slac_ENSLPGG00000002404	2.5626223762526347e-95	7.674548491933554e-77	Aque_Aqu2.1.18688-001;Slac_ENSLPGG00000019766	1.5079384116635895e-120	4.543643521587524e-77				Aque_Aqu2.1.21208-001;Slac_ENSLPGG00000013772	0.009823782723145305	7.549622149393028e-16	Aque_Aqu2.1.37112-001;Slac_ENSLPGG00000014949	7.988764884310961e-19	1.1948375898754562e-64	Aque_Aqu2.1.44218-001;Slac_ENSLPGG00000015655	1.5630724984533242e-08	3.8185501242099067e-13	Aque_Aqu2.1.41386-001;Slac_ENSLPGG00000026030	1.2320508331074966e-08	2.630440636098749e-06	Aque_Aqu2.1.36223-001;Slac_ENSLPGG00000026242	1.4394008307679529e-11	1.0657543622773938e-09	Aque_Aqu2.1.23702-001;Slac_ENSLPGG00000020158	1.716826897513764e-115	1.2616917444537784e-05	Aque_Aqu2.1.43674-001;Slac_ENSLPGG00000001139	4.20083387372124e-06	1.5864479285115916e-66	Aque_Aqu2.1.41190-001;Slac_ENSLPGG00000009625	3.070020325785256e-26	1.2756775077314428e-25	Aque_Aqu2.1.37486-001;Slac_ENSLPGG00000008996	5.791765336917085e-10	1.8020173989883424e-05	Aque_Aqu2.1.24276-001;Slac_ENSLPGG00000022619	2.486556444344543e-15	2.437952895121367e-10	Aque_Aqu2.1.32600-001;Slac_ENSLPGG00000009612	9.637304403364936e-05	0.00011351860522038327	Aque_Aqu2.1.28489-001;Slac_ENSLPGG00000009116	9.545208622355646e-11	1.938637425975692e-130
Aque_Aqu2.1.18688-001;Slac_ENSLPGG00000019766	1.5079384116635895e-120	4.597560006924467e-208	Aque_Aqu2.1.41635-001;Slac_ENSLPGG00000019527	1.35534995308407e-94	1.8922541771844733e-36	Aque_Aqu2.1.33636-001;Slac_ENSLPGG00000022969	1.2164548748428428e-123	1.046845666762014e-38	Aque_Aqu2.1.19270-001;Slac_ENSLPGG00000014669	3.5649902187242884e-79	4.906275970111657e-27				Aque_Aqu2.1.37112-001;Slac_ENSLPGG00000014949	7.988764884310961e-19	2.5978137145777256e-54	Aque_Aqu2.1.33622-001;Slac_ENSLPGG00000016891	3.31852085524485e-07	1.1066745948069943e-10	Aque_Aqu2.1.38750-001;Slac_ENSLPGG00000013069	2.625604464614801e-12	1.1207523709477493e-09	Aque_Aqu2.1.30847-001;Slac_ENSLPGG00000006723	2.1000782837849874e-45	7.79951365681538e-119	Aque_Aqu2.1.32241-001;Slac_ENSLPGG00000023350	9.446383970278894e-11	0.0009776894267064676	Aque_Aqu2.1.43733-001;Slac_ENSLPGG00000015015	4.248328240934453e-206	1.5596564314307863e-11	Aque_Aqu2.1.14505-001;Slac_ENSLPGG00000014205	4.1608280773534837e-17	8.529006203565522e-47	Aque_Aqu2.1.23239-001;Slac_ENSLPGG00000009380	7.943361772072874e-20	2.292414534820821e-11	Aque_Aqu2.1.23239-001;Slac_ENSLPGG00000009380	7.943361772072874e-20	0.00031224632296336636	Aque_Aqu2.1.43987-001;Slac_ENSLPGG00000002394	3.283156008267793e-06	1.8622701653685263e-59	Aque_Aqu2.1.41603-001;Slac_ENSLPGG00000019656	0.0005643144128126425	8.398405153558724e-07	Aque_Aqu2.1.14505-001;Slac_ENSLPGG00000012981	0.0012907827016655612	1.9635955399465848e-264
Aque_Aqu2.1.32930-001;Slac_ENSLPGG00000028683	7.663138857997222e-90	4.6375173078021236e-76	Aque_Aqu2.1.32963-001;Slac_ENSLPGG00000006527	4.7320394813194234e-185	0.00010759640320559511	Aque_Aqu2.1.41260-001;Slac_ENSLPGG00000008330	1.638108573287336e-99	1.9285434804500765e-19	Aque_Aqu2.1.43309-001;Slac_ENSLPGG00000007673	1.4807065078763136e-142	2.5463738690263247e-08				Aque_Aqu2.1.28492-001;Slac_ENSLPGG00000009453	4.609852878565774e-24	6.590504302001542e-85	Aque_Aqu2.1.26998-001;Slac_ENSLPGG00000019065	3.197778486344573e-06	5.413313929192906e-06	Aque_Aqu2.1.33622-001;Slac_ENSLPGG00000002171	3.31852085524485e-07	2.5730742542634384e-20	Aque_Aqu2.1.22700-001;Slac_ENSLPGG00000019300	2.8030971474776213e-40	0.00916946657507977	Aque_Aqu2.1.33497-001;Slac_ENSLPGG00000028361	0.002766460408038752	7.91960121547444e-05	Aque_Aqu2.1.27307-001;Slac_ENSLPGG00000009760	1.9463641251616724e-12	2.498785445450369e-32	Aque_Aqu2.1.23371-001;Slac_ENSLPGG00000028025	2.814354895128478e-35	1.9481484135242517e-27	Aque_Aqu2.1.28223-001;Slac_ENSLPGG00000007730	1.3844036382592803e-13	1.5161634843722148e-162	Aque_Aqu2.1.41190-001;Slac_ENSLPGG00000009380	3.070020325785256e-26	0.00031224632296336636	Aque_Aqu2.1.23239-001;Slac_ENSLPGG00000009380	7.943361772072874e-20	3.538907005608493e-07	Aque_Aqu2.1.41071-001;Slac_ENSLPGG00000024858	2.2400208669496252e-18	6.9410689420013476e-34	Aque_Aqu2.1.28240-001;Slac_ENSLPGG00000013965	0.00045718292299023946	0.002067798124046298
Aque_Aqu2.1.24263-001;Slac_ENSLPGG00000024124	6.882511556510769e-115	2.1492171043435602e-195	Aque_Aqu2.1.25378-001;Slac_ENSLPGG00000020432	3.4926863395162285e-66	2.737864208253232e-31	Aque_Aqu2.1.25378-001;Slac_ENSLPGG00000020432	3.4926863395162285e-66	8.29687771191368e-30	Aque_Aqu2.1.42605-001;Slac_ENSLPGG00000011766	9.509180868415106e-59	3.9965383187050887e-87				Aque_Aqu2.1.39671-001;Slac_ENSLPGG00000012011	4.793950567183939e-08	3.1442799037072e-45	Aque_Aqu2.1.31388-001;Slac_ENSLPGG00000009899	0.009403421798818682	4.306103161244151e-26	Aque_Aqu2.1.26998-001;Slac_ENSLPGG00000019065	3.197778486344573e-06	0.004592237966067324	Aque_Aqu2.1.43986-001;Slac_ENSLPGG00000003719	2.1923231774007254e-05	2.9232553204569993e-05	Aque_Aqu2.1.36125-001;Slac_ENSLPGG00000020586	3.31080923134324e-59	4.174689950786955e-05	Aque_Aqu2.1.27307-001;Slac_ENSLPGG00000028694	1.9463641251616724e-12	8.852678812902104e-22	Aque_Aqu2.1.31551-001;Slac_ENSLPGG00000001139	0.0004550419940629617	1.5864479285115916e-66	Aque_Aqu2.1.43995-001;Slac_ENSLPGG00000002394	1.2817282397478916e-13	1.4512784716372902e-32	Aque_Aqu2.1.23239-001;Slac_ENSLPGG00000009625	7.943361772072874e-20	0.0006686198455407605	Aque_Aqu2.1.38560-001;Slac_ENSLPGG00000006923	1.0497286366750963e-20	3.307803204970514e-13	Aque_Aqu2.1.25768-001;Slac_ENSLPGG00000014205	2.222481593243513e-07	8.273456498889516e-13	Aque_Aqu2.1.40905-001;Slac_ENSLPGG00000011374	1.5343978603673963e-12	7.246167802767974e-21
Aque_Aqu2.1.40739-001;Slac_ENSLPGG00000007249	1.6754096759265384e-122	1.6357442903822157e-179	Aque_Aqu2.1.44014-001;Slac_ENSLPGG00000009021	1.3224867554283511e-120	3.22343422735669e-21	Aque_Aqu2.1.28091-001;Slac_ENSLPGG00000011974	2.7724493515918748e-102	1.4789215597478867e-107	Aque_Aqu2.1.33740-001;Slac_ENSLPGG00000014397	1.0543340401031923e-102	7.557148084105279e-86				Aque_Aqu2.1.21205-001;Slac_ENSLPGG00000013772	0.002107528433600299	7.549622149393028e-16	Aque_Aqu2.1.28944-001;Slac_ENSLPGG00000014432	3.6090163242932247e-32	3.5238771670323136e-06	Aque_Aqu2.1.41660-001;Slac_ENSLPGG00000015815	0.00678209924781447	1.5129489784038637e-05	Aque_Aqu2.1.34263-001;Slac_ENSLPGG00000015631	1.0760315215462707e-39	8.896789141331552e-11	Aque_Aqu2.1.30847-001;Slac_ENSLPGG00000006723	6.543263854845997e-52	7.79951365681538e-119	Aque_Aqu2.1.39162-001;Slac_ENSLPGG00000015015	1.1576352078665665e-55	1.5596564314307863e-11	Aque_Aqu2.1.29098-001;Slac_ENSLPGG00000028392	0.0022163606697167436	2.5589657231536292e-05	Aque_Aqu2.1.41012-001;Slac_ENSLPGG00000012949	0.00027018571509218245	9.33088039317304e-176	Aque_Aqu2.1.41190-001;Slac_ENSLPGG00000009625	3.070020325785256e-26	0.0006686198455407605	Aque_Aqu2.1.43989-001;Slac_ENSLPGG00000002394	4.110904363096128e-06	1.8622701653685263e-59	Aque_Aqu2.1.25304-001;Slac_ENSLPGG00000008965	0.0003040400361367495	8.041779839829194e-05	Aque_Aqu2.1.25768-001;Slac_ENSLPGG00000014205	7.409015990743464e-05	8.273456498889516e-13
Aque_Aqu2.1.44138-001;Slac_ENSLPGG00000009965	8.430793710552281e-94	2.491111184419854e-253	Aque_Aqu2.1.28647-001;Slac_ENSLPGG00000010538	1.7976193812861958e-143	5.225926807582081e-46	Aque_Aqu2.1.41034-001;Slac_ENSLPGG00000016457	4.797725684898183e-118	3.2647701230985155e-20	Aque_Aqu2.1.24263-001;Slac_ENSLPGG00000024124	6.882511556510769e-115	1.363121049963116e-70				Aque_Aqu2.1.35513-001;Slac_ENSLPGG00000013069	8.033421574211273e-25	4.510390699375658e-16	Aque_Aqu2.1.33622-001;Slac_ENSLPGG00000002171	3.31852085524485e-07	2.0039843010385572e-48	Aque_Aqu2.1.37101-001;Slac_ENSLPGG00000015112	1.5336636022433145e-08	0.0002902087639971218	Aque_Aqu2.1.44218-001;Slac_ENSLPGG00000010520	0.0017425631109025657	1.3012214805479853e-10	Aque_Aqu2.1.39632-001;Slac_ENSLPGG00000026678	0.0014645328315261795	3.66775672474161e-15	Aque_Aqu2.1.38652-001;Slac_ENSLPGG00000020158	6.553332235418639e-27	1.2616917444537784e-05	Aque_Aqu2.1.27256-001;Slac_ENSLPGG00000005340	7.575811414384171e-16	2.5341649857850972e-06	Aque_Aqu2.1.43326-001;Slac_ENSLPGG00000005552	1.4712455480465753e-26	5.697022209628562e-08	Aque_Aqu2.1.24987-001;Slac_ENSLPGG00000003239	1.0504102619364857e-17	0.0024448657731185493	Aque_Aqu2.1.31385-001;Slac_ENSLPGG00000022008	0.0004221664291573433	2.2847279941433917e-49	Aque_Aqu2.1.33571-001;Slac_ENSLPGG00000024371	1.4882111977056135e-18	2.804938429690372e-05	Aque_Aqu2.1.42279-001;Slac_ENSLPGG00000013141	0.0020643865598830137	2.7587348333813334e-25
Aque_Aqu2.1.42087-001;Slac_ENSLPGG00000022449	4.453201835818651e-25	3.378233621973844e-73	Aque_Aqu2.1.33543-001;Slac_ENSLPGG00000028631	2.8949349109542336e-49	1.0791617082920512e-129	Aque_Aqu2.1.38191-001;Slac_ENSLPGG00000001288	5.740348681209968e-44	1.312343505988986e-07	Aque_Aqu2.1.29989-001;Slac_ENSLPGG00000002916	4.122966021694138e-114	3.453672138116687e-23				Aque_Aqu2.1.24987-001;Slac_ENSLPGG00000010054	1.6948309903525678e-12	1.1324999533424646e-05	Aque_Aqu2.1.27228-001;Slac_ENSLPGG00000025642	8.73403633687885e-34	6.150472186775764e-43	Aque_Aqu2.1.39672-001;Slac_ENSLPGG00000022031	6.3157949007109966e-09	0.0026640309671868865	Aque_Aqu2.1.34138-001;Slac_ENSLPGG00000007158	1.2656438086926812e-05	1.114345831165579e-74	Aque_Aqu2.1.42577-001;Slac_ENSLPGG00000000077	1.197088910208358e-165	0.0036103666984574636	Aque_Aqu2.1.44037-001;Slac_ENSLPGG00000020158	7.912116426098076e-08	1.2616917444537784e-05	Aque_Aqu2.1.37112-001;Slac_ENSLPGG00000014949	0.004695475713269114	1.352688029213501e-162	Aque_Aqu2.1.41190-001;Slac_ENSLPGG00000005134	3.070020325785256e-26	3.881947193937805e-19	Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000007158	1.0121820050408576e-29	3.092012612494674e-08	Aque_Aqu2.1.41012-001;Slac_ENSLPGG00000012949	0.00027018571509218245	4.158510428091382e-240	Aque_Aqu2.1.24524-001;Slac_ENSLPGG00000021665	0.008870780270155901	1.5262819658581157e-13	Aque_Aqu2.1.39201-001;Slac_ENSLPGG00000027198	6.625166054309475e-08	6.050839670733482e-13
Aque_Aqu2.1.28647-001;Slac_ENSLPGG00000010538	1.7976193812861958e-143	2.90053811501949e-178	Aque_Aqu2.1.09762-001;Slac_ENSLPGG00000011626	2.728546897831895e-124	4.364461933464749e-38	Aque_Aqu2.1.44246-001;Slac_ENSLPGG00000026851	7.348281244918552e-80	5.649024235262259e-05	Aque_Aqu2.1.42490-001;Slac_ENSLPGG00000011256	3.576635191646024e-93	1.1892595908068149e-57				Aque_Aqu2.1.35211-001;Slac_ENSLPGG00000014037	1.877257799674659e-21	2.8937728943288984e-19	Aque_Aqu2.1.22786-001;Slac_ENSLPGG00000017086	2.8331152605496287e-05	2.5231966930471065e-17	Aque_Aqu2.1.24987-001;Slac_ENSLPGG00000003239	1.6948309903525678e-12	0.00011648380655189963	Aque_Aqu2.1.36076-001;Slac_ENSLPGG00000021272	0.005164206410856717	2.037304605834763e-05	Aque_Aqu2.1.33503-001;Slac_ENSLPGG00000028142	3.928255881395846e-18	3.7139133484272695e-30	Aque_Aqu2.1.09476-001;Slac_ENSLPGG00000020158	6.1230442193262554e-18	1.2616917444537784e-05	Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000001139	1.0121820050408576e-29	1.5864479285115916e-66	Aque_Aqu2.1.43313-001;Slac_ENSLPGG00000005552	5.488228930951967e-29	5.697022209628562e-08	Aque_Aqu2.1.25434-001;Slac_ENSLPGG00000027609	1.5600757561556257e-10	0.0026673771529871514	Aque_Aqu2.1.43637-001;Slac_ENSLPGG00000029928	8.152574204947499e-32	4.687050897629952e-06	Aque_Aqu2.1.43963-001;Slac_ENSLPGG00000027633	9.261924481854956e-06	3.094121459568453e-17	Aque_Aqu2.1.31353-001;Slac_ENSLPGG00000008965	0.0004957131994130725	8.041779839829194e-05
Aque_Aqu2.1.09762-001;Slac_ENSLPGG00000011626	2.728546897831895e-124	4.963128665858961e-135	Aque_Aqu2.1.40739-001;Slac_ENSLPGG00000007249	1.6754096759265384e-122	2.1287191364183606e-37	Aque_Aqu2.1.38196-001;Slac_ENSLPGG00000005591	2.7056507229478046e-24	1.3805247588260119e-12	Aque_Aqu2.1.44167-001;Slac_ENSLPGG00000002326	2.4503567949267662e-116	2.7890088155754205e-54				Aque_Aqu2.1.39702-001;Slac_ENSLPGG00000018940	3.839636538726795e-05	3.982202541621683e-07	Aque_Aqu2.1.35211-001;Slac_ENSLPGG00000013069	1.877257799674659e-21	2.228833167443332e-21	Aque_Aqu2.1.33604-001;Slac_ENSLPGG00000020709	0.003957618782661046	0.005348602593922333	Aque_Aqu2.1.36625-001;Slac_ENSLPGG00000007180	1.3315438871341146e-11	0.00514118893440922	Aque_Aqu2.1.35211-001;Slac_ENSLPGG00000013069	1.0980787290419444e-30	1.8352583169197938e-25	Aque_Aqu2.1.33671-001;Slac_ENSLPGG00000002793	2.1653315935197197e-05	1.7406894134447343e-15	Aque_Aqu2.1.23692-001;Slac_ENSLPGG00000012471	1.2841772084763492e-19	9.012536840606819e-20	Aque_Aqu2.1.31551-001;Slac_ENSLPGG00000001139	0.0004550419940629617	1.7584177041274718e-41	Aque_Aqu2.1.42762-001;Slac_ENSLPGG00000002171	1.0081478109652569e-17	3.0880155494544363e-12	Aque_Aqu2.1.40044-001;Slac_ENSLPGG00000010574	2.8322222814374473e-28	1.624723813509285e-05	Aque_Aqu2.1.41622-001;Slac_ENSLPGG00000020387	9.37433589323078e-05	1.426037482103243e-13	Aque_Aqu2.1.44141-001;Slac_ENSLPGG00000009116	0.00046311253298130997	1.938637425975692e-130
Aque_Aqu2.1.35782-001;Slac_ENSLPGG00000006246	1.2434888697369219e-92	2.667318690488434e-176	Aque_Aqu2.1.41308-001;Slac_ENSLPGG00000009291	4.0631799851115316e-122	6.177941352201632e-12	Aque_Aqu2.1.33740-001;Slac_ENSLPGG00000011571	1.0543340401031923e-102	1.2746633318816013e-12	Aque_Aqu2.1.43964-001;Slac_ENSLPGG00000027192	2.812363658409223e-98	7.036630846044144e-13				Aque_Aqu2.1.01979-001;Slac_ENSLPGG00000021520	0.007012591066954428	2.3251872846171974e-12	Aque_Aqu2.1.44104-001;Slac_ENSLPGG00000013154	0.004676700161059421	4.353396462846653e-26	Aque_Aqu2.1.25867-001;Slac_ENSLPGG00000000921	2.1213248264626324e-06	1.3753081648531437e-11	Aque_Aqu2.1.44214-001;Slac_ENSLPGG00000015655	2.009817921356835e-06	1.5555584095616784e-48	Aque_Aqu2.1.37895-001;Slac_ENSLPGG00000002171	1.3041098546376117e-11	2.3617155152259307e-60	Aque_Aqu2.1.28492-001;Slac_ENSLPGG00000015879	1.2990573900827222e-105	0.002851009216837838	Aque_Aqu2.1.28495-001;Slac_ENSLPGG00000009453	4.458325986516477e-24	3.1604583026530097e-28	Aque_Aqu2.1.33622-001;Slac_ENSLPGG00000002171	1.708447263117159e-16	2.040331509655993e-20	Aque_Aqu2.1.40738-001;Slac_ENSLPGG00000014205	6.218782870818954e-08	1.7093352219014287e-21	Aque_Aqu2.1.34863-001;Slac_ENSLPGG00000012140	7.856949568546215e-16	1.0581014950202239e-19	Aque_Aqu2.1.22592-001;Slac_ENSLPGG00000000696	0.00023764189344227955	8.429042821774979e-18	Aque_Aqu2.1.12202-001;Slac_ENSLPGG00000021592	0.00021908511266630903	0.001547278456102218
Aque_Aqu2.1.37762-001;Slac_ENSLPGG00000010260	1.6015037883301053e-113	1.039421481352097e-190	Aque_Aqu2.1.39147-001;Slac_ENSLPGG00000029327	2.5070991514612063e-37	4.6750395326633294e-24	Aque_Aqu2.1.37774-001;Slac_ENSLPGG00000005401	7.700554024937936e-21	8.12420814480801e-72	Aque_Aqu2.1.26225-001;Slac_ENSLPGG00000004270	1.4585812166144586e-112	1.0099645298833446e-91				Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000021520	1.662739836406084e-09	2.3251872846171974e-12	Aque_Aqu2.1.21208-001;Slac_ENSLPGG00000017522	0.009823782723145305	0.0002816559451928726	Aque_Aqu2.1.44243-001;Slac_ENSLPGG00000021186	2.521644079706085e-10	1.220442759122435e-24	Aque_Aqu2.1.36223-001;Slac_ENSLPGG00000026242	3.3674934284767487e-13	1.0657543622773938e-09	Aque_Aqu2.1.41386-001;Slac_ENSLPGG00000026030	0.008178950601528626	2.630440636098749e-06	Aque_Aqu2.1.44140-001;Slac_ENSLPGG00000015879	3.48170003993214e-101	0.002851009216837838	Aque_Aqu2.1.44280-001;Slac_ENSLPGG00000021800	1.013546532817293e-30	1.243255156074208e-25	Aque_Aqu2.1.39916-001;Slac_ENSLPGG00000007568	2.688541540398142e-13	7.355611122930514e-05	Aque_Aqu2.1.39671-001;Slac_ENSLPGG00000012011	5.6277730716785066e-24	0.007290250341968129	Aque_Aqu2.1.41892-001;Slac_ENSLPGG00000007525	5.2142493076430264e-14	3.9611081585269763e-32	Aque_Aqu2.1.21076-001;Slac_ENSLPGG00000021255	3.6983560006367636e-12	8.053308969477697e-05	Aque_Aqu2.1.31580-001;Slac_ENSLPGG00000007354	2.2249932325819924e-06	5.891852388618584e-05
Aque_Aqu2.1.32963-001;Slac_ENSLPGG00000006527	4.7320394813194234e-185	2.7593537506453672e-08	Aque_Aqu2.1.18688-001;Slac_ENSLPGG00000019766	1.5079384116635895e-120	2.6481851902559384e-37	Aque_Aqu2.1.26684-001;Slac_ENSLPGG00000017185	5.16651150424784e-114	3.4210905160115485e-15	Aque_Aqu2.1.25682-001;Slac_ENSLPGG00000019196	1.2153315557323154e-117	1.1135567848493352e-11				Aque_Aqu2.1.32548-001;Slac_ENSLPGG00000010506	0.0016118061765567644	1.6813378010395353e-09	Aque_Aqu2.1.35513-001;Slac_ENSLPGG00000014037	8.033421574211273e-25	1.8687999982522213e-07	Aque_Aqu2.1.30867-001;Slac_ENSLPGG00000007158	8.811394793769746e-08	4.969353227696443e-20	Aque_Aqu2.1.38181-001;Slac_ENSLPGG00000027757	0.0014557742047692525	1.6326245551195276e-06	Aque_Aqu2.1.37112-001;Slac_ENSLPGG00000014949	4.6928004436226405e-11	9.714222834381443e-97	Aque_Aqu2.1.35499-001;Slac_ENSLPGG00000015879	1.2692762160706003e-88	0.002851009216837838	Aque_Aqu2.1.40044-001;Slac_ENSLPGG00000010574	2.8322222814374473e-28	9.440188128803196e-16	Aque_Aqu2.1.43329-001;Slac_ENSLPGG00000007568	2.4503123309393326e-14	7.355611122930514e-05	Aque_Aqu2.1.37486-001;Slac_ENSLPGG00000021186	5.791765336917085e-10	2.411558428950339e-13	Aque_Aqu2.1.44243-001;Slac_ENSLPGG00000021186	2.5819489532558422e-23	2.0188353322288348e-10	Aque_Aqu2.1.39203-001;Slac_ENSLPGG00000025841	1.1233610661314817e-06	9.566307786889676e-13	Aque_Aqu2.1.43953-001;Slac_ENSLPGG00000029288	0.002786791961528607	7.537621649457803e-05
Aque_Aqu2.1.34889-001;Slac_ENSLPGG00000015697	5.140233485381033e-67	4.620647901521794e-23	Aque_Aqu2.1.42490-001;Slac_ENSLPGG00000011256	3.576635191646024e-93	1.0004433741047168e-27	Aque_Aqu2.1.28816-001;Slac_ENSLPGG00000010719	1.0840523851845123e-95	1.38783099711358e-48	Aque_Aqu2.1.44014-001;Slac_ENSLPGG00000009021	1.3224867554283511e-120	2.7252965534508433e-11				Aque_Aqu2.1.42151-001;Slac_ENSLPGG00000010854	0.0002867980365569547	0.0011755140317752015	Aque_Aqu2.1.39672-001;Slac_ENSLPGG00000022031	6.3157949007109966e-09	1.6521542134525504e-05	Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000007158	1.662739836406084e-09	4.969353227696443e-20	Aque_Aqu2.1.39703-001;Slac_ENSLPGG00000004947	3.9358458296685827e-17	2.3125316935076514e-06	Aque_Aqu2.1.22580-001;Slac_ENSLPGG00000006423	4.7832930747450255e-08	3.266166105766691e-05	Aque_Aqu2.1.33671-001;Slac_ENSLPGG00000008220	2.1653315935197197e-05	1.1457158537858282e-155	Aque_Aqu2.1.44119-001;Slac_ENSLPGG00000010795	0.0016737057567939322	0.007173016852584059	Aque_Aqu2.1.41190-001;Slac_ENSLPGG00000014697	3.070020325785256e-26	2.659720310412049e-10	Aque_Aqu2.1.43536-001;Slac_ENSLPGG00000017855	3.1456270560029736e-13	7.299582788670708e-05	Aque_Aqu2.1.42770-001;Slac_ENSLPGG00000002140	3.5810184203344485e-32	6.326684312611941e-13	Aque_Aqu2.1.22809-001;Slac_ENSLPGG00000017293	2.0522297267040638e-14	1.2392350611224024e-08	Aque_Aqu2.1.42203-001;Slac_ENSLPGG00000008996	3.7598373078532615e-09	8.155654749464835e-07
