Aque_1;Scil_13	Aque_1;Scil_13_pval1	Aque_1;Scil_13_pval2	Aque_1;Scil_16	Aque_1;Scil_16_pval1	Aque_1;Scil_16_pval2	Aque_1;Scil_2	Aque_1;Scil_2_pval1	Aque_1;Scil_2_pval2	Aque_1;Scil_3	Aque_1;Scil_3_pval1	Aque_1;Scil_3_pval2	Aque_1;Scil_4	Aque_1;Scil_4_pval1	Aque_1;Scil_4_pval2	Aque_1;Scil_9	Aque_1;Scil_9_pval1	Aque_1;Scil_9_pval2	Aque_11;Scil_20	Aque_11;Scil_20_pval1	Aque_11;Scil_20_pval2	Aque_12;Scil_20	Aque_12;Scil_20_pval1	Aque_12;Scil_20_pval2	Aque_13;Scil_7	Aque_13;Scil_7_pval1	Aque_13;Scil_7_pval2	Aque_18;Scil_8	Aque_18;Scil_8_pval1	Aque_18;Scil_8_pval2	Aque_2;Scil_2	Aque_2;Scil_2_pval1	Aque_2;Scil_2_pval2	Aque_25;Scil_20	Aque_25;Scil_20_pval1	Aque_25;Scil_20_pval2	Aque_3;Scil_10	Aque_3;Scil_10_pval1	Aque_3;Scil_10_pval2	Aque_5;Scil_1	Aque_5;Scil_1_pval1	Aque_5;Scil_1_pval2	Aque_5;Scil_10	Aque_5;Scil_10_pval1	Aque_5;Scil_10_pval2	Aque_5;Scil_14	Aque_5;Scil_14_pval1	Aque_5;Scil_14_pval2	Aque_5;Scil_15	Aque_5;Scil_15_pval1	Aque_5;Scil_15_pval2	Aque_5;Scil_7	Aque_5;Scil_7_pval1	Aque_5;Scil_7_pval2	Aque_6;Scil_2	Aque_6;Scil_2_pval1	Aque_6;Scil_2_pval2	Aque_7;Scil_20	Aque_7;Scil_20_pval1	Aque_7;Scil_20_pval2	Aque_7;Scil_28	Aque_7;Scil_28_pval1	Aque_7;Scil_28_pval2	Aque_8;Scil_24	Aque_8;Scil_24_pval1	Aque_8;Scil_24_pval2
																								Aque_Aqu2.1.37762-001;Scil_g10909	1.6135422294044805e-23	4.029297331216679e-108										Aque_Aqu2.1.31194-001;Scil_g2893	1.0507815572647495e-59	3.416092388596415e-141	Aque_Aqu2.1.37974-001;Scil_g13124	6.094716138194501e-15	3.126717791224233e-203	Aque_Aqu2.1.24263-001;Scil_g13234	4.701194453779921e-52	3.7544851097034814e-139	Aque_Aqu2.1.29989-001;Scil_g1960	1.925747833113352e-52	3.4946129930820525e-60	Aque_Aqu2.1.24263-001;Scil_g13234	4.701194453779921e-52	4.695137719241873e-61	Aque_Aqu2.1.26243-001;Scil_g10351	7.179247410449529e-18	1.1580364520251981e-105				Aque_Aqu2.1.40905-001;Scil_g8135	1.7701735662038075e-13	6.553039098870591e-124	Aque_Aqu2.1.37082-001;Scil_g10145	1.274641701062852e-24	1.7089317846235402e-39	Aque_Aqu2.1.33543-001;Scil_g2483	5.0976828055656535e-08	1.1710970285540393e-134
																								Aque_Aqu2.1.22254-001;Scil_g899	2.0132238671405738e-23	3.3387544520931506e-131										Aque_Aqu2.1.43309-001;Scil_g2223	6.923892576090805e-31	4.3204846775651536e-154	Aque_Aqu2.1.28570-001;Scil_g9100	3.509952600729791e-18	8.119309318280844e-257	Aque_Aqu2.1.26386-001;Scil_g3151	5.105467772966514e-54	1.864551246993008e-149	Aque_Aqu2.1.41195-001;Scil_g8806	8.728983795571548e-51	6.244210275445848e-69	Aque_Aqu2.1.18867-001;Scil_g1791	4.886870184373377e-42	7.673969684947332e-54	Aque_Aqu2.1.22254-001;Scil_g899	3.0864560071654486e-66	3.3387544520931506e-131				Aque_Aqu2.1.41049-001;Scil_g130	1.8106748592476442e-08	3.038769567278182e-97	Aque_Aqu2.1.29497-001;Scil_g8135	1.3637209141277118e-32	5.486080198597251e-106	Aque_Aqu2.1.32930-001;Scil_g9250	9.717064150508503e-14	5.271924765515633e-138
																								Aque_Aqu2.1.12657-001;Scil_g9127	1.310166419354913e-20	3.7475180573296457e-106										Aque_Aqu2.1.28485-001;Scil_g3011	1.6673653669218162e-39	8.301319845664231e-118	Aque_Aqu2.1.41260-001;Scil_g10372	7.46132499654788e-54	5.879380775897471e-174	Aque_Aqu2.1.38546-001;Scil_g13572	1.0671613374836573e-52	1.0247871213964262e-142	Aque_Aqu2.1.41892-001;Scil_g7730	1.18545554920024e-05	4.453124091986315e-106	Aque_Aqu2.1.21796-001;Scil_g6646	3.083447922698033e-55	1.027693016039049e-51	Aque_Aqu2.1.33543-001;Scil_g2483	9.214772329244842e-31	6.551856423543061e-127				Aque_Aqu2.1.41049-001;Scil_g13539	1.8106748592476442e-08	3.2137585698642266e-123	Aque_Aqu2.1.43674-001;Scil_g5780	1.7233666356549573e-12	1.7124136431645906e-51	Aque_Aqu2.1.43309-001;Scil_g2223	6.667071316992044e-24	2.6629420863270718e-117
																								Aque_Aqu2.1.35984-001;Scil_g126	2.3866037364621864e-18	3.986600781755604e-93										Aque_Aqu2.1.24541-001;Scil_g5248	2.9741559828326827e-21	2.327018957595338e-155	Aque_Aqu2.1.43837-001;Scil_g11217	1.1871307877390708e-51	4.44949211956563e-199	Aque_Aqu2.1.37762-001;Scil_g10909	3.3381192514470074e-59	7.497390912948725e-127	Aque_Aqu2.1.18867-001;Scil_g1791	4.886870184373377e-42	3.0871441974381464e-58	Aque_Aqu2.1.40224-001;Scil_g11001	2.169681369939558e-60	2.866507018775686e-65	Aque_Aqu2.1.35077-001;Scil_g1925	5.536326764560362e-71	4.2800437018847376e-107				Aque_Aqu2.1.28510-001;Scil_g1202	2.210677947147033e-17	9.758803004117972e-16	Aque_Aqu2.1.27224-001;Scil_g1638	0.00031038326859950165	8.970322427469508e-16	Aque_Aqu2.1.31156-001;Scil_g3115	2.2618357481412257e-18	2.2042847057570086e-145
																								Aque_Aqu2.1.24263-001;Scil_g13234	1.2773916395166252e-21	5.262125983873594e-122										Aque_Aqu2.1.37082-001;Scil_g9294	9.509729416128665e-35	5.590915565154804e-187	Aque_Aqu2.1.44014-001;Scil_g8313	8.11838618589549e-64	5.132110108058735e-184	Aque_Aqu2.1.06465-001;Scil_g13584	4.862108642372803e-06	6.878801991793587e-166	Aque_Aqu2.1.12657-001;Scil_g9127	4.5771179824855065e-58	8.581195583930896e-67	Aque_Aqu2.1.37897-001;Scil_g10541	4.458936636758031e-53	4.5208049764885296e-69	Aque_Aqu2.1.28816-001;Scil_g12156	6.00157947866052e-50	7.58545683046066e-123				Aque_Aqu2.1.41302-001;Scil_g480	0.001687448396136057	0.009624626957442097	Aque_Aqu2.1.40376-001;Scil_g6432	8.661719478818964e-12	4.0024488980391175e-56	Aque_Aqu2.1.34429-001;Scil_g10574	3.6935377012369854e-53	1.837169785174356e-148
																								Aque_Aqu2.1.37747-001;Scil_g13124	1.2781172149723182e-31	6.8826285325766285e-130										Aque_Aqu2.1.18867-001;Scil_g1791	4.828461646515689e-30	3.944993406931303e-142	Aque_Aqu2.1.38546-001;Scil_g13572	1.0671613374836573e-52	1.7340341221758836e-199	Aque_Aqu2.1.28816-001;Scil_g12156	6.00157947866052e-50	2.863278841264775e-151	Aque_Aqu2.1.22535-001;Scil_g10318	1.7528568593068535e-30	5.375190660101532e-131	Aque_Aqu2.1.18692-001;Scil_g3716	5.1561791060981335e-48	1.111008276494043e-72	Aque_Aqu2.1.43837-001;Scil_g11217	1.1871307877390708e-51	3.0300660819734227e-109				Aque_Aqu2.1.27224-001;Scil_g2125	0.00031038326859950165	9.671828238748487e-06	Aque_Aqu2.1.43637-001;Scil_g13000	2.7008875372878785e-25	3.39341625169788e-27	Aque_Aqu2.1.26386-001;Scil_g3151	1.3090063042851474e-16	2.091366084722021e-131
																								Aque_Aqu2.1.38191-001;Scil_g1960	0.0006027112448173675	6.306552480614765e-130										Aque_Aqu2.1.43837-001;Scil_g11217	4.5044404302408886e-54	2.946148279105504e-136	Aque_Aqu2.1.31156-001;Scil_g934	7.868425638375673e-57	1.0684139386489202e-183	Aque_Aqu2.1.39934-001;Scil_g898	2.394208137158836e-59	4.429369527428124e-142	Aque_Aqu2.1.34429-001;Scil_g1131	4.70494708232845e-20	8.15074595867345e-68	Aque_Aqu2.1.38546-001;Scil_g13572	1.0671613374836573e-52	4.8490970750146423e-73	Aque_Aqu2.1.18692-001;Scil_g3716	5.1561791060981335e-48	2.924003797643012e-102				Aque_Aqu2.1.42548-001;Scil_g5592	8.445963432225805e-08	0.0008458127119799861	Aque_Aqu2.1.27258-001;Scil_g2151	3.9503177667531095e-12	5.1627748462471725e-15	Aque_Aqu2.1.41308-001;Scil_g4911	6.849604911006848e-37	3.454109394803012e-91
																								Aque_Aqu2.1.28485-001;Scil_g3011	2.6441755297341634e-27	1.7885208264390485e-96										Aque_Aqu2.1.25378-001;Scil_g10648	9.2347369993359e-34	9.495826844820962e-127	Aque_Aqu2.1.40224-001;Scil_g11001	2.169681369939558e-60	1.2346430493149026e-216	Aque_Aqu2.1.18692-001;Scil_g3716	5.1561791060981335e-48	8.334447354496326e-136	Aque_Aqu2.1.18692-001;Scil_g3716	5.1561791060981335e-48	6.616806641247539e-60	Aque_Aqu2.1.31383-001;Scil_g6171	2.2954183694801987e-34	2.2054239690199396e-22	Aque_Aqu2.1.14207-001;Scil_g3151	9.8525005996752e-13	1.5161923649903748e-116				Aque_Aqu2.1.41653-001;Scil_g8832	0.00013887723070974377	0.005243785180414339	Aque_Aqu2.1.41049-001;Scil_g13539	1.8106748592476442e-08	4.3305419583516825e-67	Aque_Aqu2.1.38191-001;Scil_g1960	0.005113886805994292	3.2286928073300084e-140
																								Aque_Aqu2.1.35077-001;Scil_g1925	8.359400417992498e-28	4.2800437018847376e-107										Aque_Aqu2.1.14207-001;Scil_g3151	1.2718519848118789e-08	1.864551246993008e-149	Aque_Aqu2.1.24263-001;Scil_g13234	4.701194453779921e-52	1.8077842991171444e-162	Aque_Aqu2.1.31156-001;Scil_g934	7.868425638375673e-57	6.127378623792212e-138	Aque_Aqu2.1.37747-001;Scil_g13124	2.393728600122621e-67	2.510924435411201e-66	Aque_Aqu2.1.41034-001;Scil_g10109	8.955384651012854e-58	2.0184921920392736e-58	Aque_Aqu2.1.37762-001;Scil_g10909	3.3381192514470074e-59	4.029297331216679e-108							Aque_Aqu2.1.41692-001;Scil_g11208	3.4361040649818166e-05	3.3402820584865002e-40	Aque_Aqu2.1.43837-001;Scil_g11217	2.003859435506859e-17	2.2858280483352336e-116
																								Aque_Aqu2.1.39934-001;Scil_g898	8.045629783473564e-26	4.308549653003146e-109										Aque_Aqu2.1.05055-001;Scil_g6010	0.0026709139542623445	1.1519781345205258e-132	Aque_Aqu2.1.22710-001;Scil_g8427	4.8151972413303454e-54	9.197135816581088e-177	Aque_Aqu2.1.26684-001;Scil_g9100	1.5638574268600387e-53	8.429123104358075e-154	Aque_Aqu2.1.40224-001;Scil_g11001	2.169681369939558e-60	2.2238339777731827e-75	Aque_Aqu2.1.37762-001;Scil_g10909	3.3381192514470074e-59	1.6856990682172185e-88	Aque_Aqu2.1.37897-001;Scil_g10541	4.458936636758031e-53	1.1456842720104019e-125							Aque_Aqu2.1.41302-001;Scil_g480	0.001687448396136057	3.092830560358061e-15	Aque_Aqu2.1.33636-001;Scil_g4533	5.464278775288302e-19	1.3986795553969162e-141
																								Aque_Aqu2.1.18087-001;Scil_g6946	1.502084800900885e-32	1.8905985442545066e-101										Aque_Aqu2.1.31156-001;Scil_g934	8.281115185636452e-45	6.127378623792212e-138	Aque_Aqu2.1.18867-001;Scil_g1791	4.886870184373377e-42	1.533310905061664e-157	Aque_Aqu2.1.14207-001;Scil_g3151	9.8525005996752e-13	1.864551246993008e-149	Aque_Aqu2.1.26243-001;Scil_g10351	7.179247410449529e-18	4.669229553245172e-70	Aque_Aqu2.1.18813-001;Scil_g2370	1.3570687017280117e-64	1.2677505955116455e-76	Aque_Aqu2.1.41195-001;Scil_g8806	8.728983795571548e-51	5.717263390510375e-114							Aque_Aqu2.1.40905-001;Scil_g8135	1.7701735662038075e-13	5.486080198597251e-106	Aque_Aqu2.1.42490-001;Scil_g10912	5.559519384877255e-19	9.560968674137605e-135
																								Aque_Aqu2.1.31383-001;Scil_g6171	1.627448642617829e-06	1.8541642254970424e-60										Aque_Aqu2.1.34429-001;Scil_g1131	6.441766976224729e-17	7.382119610847348e-59	Aque_Aqu2.1.28816-001;Scil_g12156	6.00157947866052e-50	2.209389321751401e-174	Aque_Aqu2.1.43837-001;Scil_g11217	1.1871307877390708e-51	2.946148279105504e-136	Aque_Aqu2.1.37762-001;Scil_g10909	3.3381192514470074e-59	1.267586401434031e-78	Aque_Aqu2.1.22710-001;Scil_g8427	4.8151972413303454e-54	1.1685998167737437e-58	Aque_Aqu2.1.41892-001;Scil_g7730	1.18545554920024e-05	3.838140975296961e-93							Aque_Aqu2.1.41049-001;Scil_g130	1.8106748592476442e-08	4.0112072596266123e-53	Aque_Aqu2.1.34344-001;Scil_g7064	6.42250061611167e-28	4.2136795924214e-153
																								Aque_Aqu2.1.07543-001;Scil_g9250	2.2001428073001342e-26	5.7746026627104943e-98										Aque_Aqu2.1.31156-001;Scil_g3115	8.281115185636452e-45	7.115957034939722e-127	Aque_Aqu2.1.26243-001;Scil_g10351	7.179247410449529e-18	1.8888043250121346e-198	Aque_Aqu2.1.32930-001;Scil_g9250	1.754004206105032e-49	2.721435095952227e-130	Aque_Aqu2.1.31156-001;Scil_g934	7.868425638375673e-57	6.362527034083131e-56	Aque_Aqu2.1.26386-001;Scil_g3151	5.105467772966514e-54	4.2202114456494796e-51	Aque_Aqu2.1.31156-001;Scil_g934	7.868425638375673e-57	8.752207307104809e-104							Aque_Aqu2.1.29497-001;Scil_g208	1.3637209141277118e-32	0.0013166104720825783	Aque_Aqu2.1.40224-001;Scil_g11001	2.1661731055059765e-14	4.381078424760065e-104
																								Aque_Aqu2.1.21796-001;Scil_g6646	9.87382329476298e-19	3.232539875223154e-115										Aque_Aqu2.1.18688-001;Scil_g8353	2.5670773198039102e-50	1.490031832718346e-128	Aque_Aqu2.1.22254-001;Scil_g899	3.0864560071654486e-66	2.5252932439059766e-179	Aque_Aqu2.1.25378-001;Scil_g10648	5.911304400018136e-31	9.495826844820962e-127	Aque_Aqu2.1.39934-001;Scil_g898	2.394208137158836e-59	8.472662142344133e-71	Aque_Aqu2.1.28816-001;Scil_g12156	6.00157947866052e-50	6.671233607157058e-56	Aque_Aqu2.1.37747-001;Scil_g13124	2.393728600122621e-67	6.8826285325766285e-130							Aque_Aqu2.1.40905-001;Scil_g208	1.7701735662038075e-13	0.0013166104720825783	Aque_Aqu2.1.29076-001;Scil_g7064	4.413690094610802e-12	4.2136795924214e-153
																								Aque_Aqu2.1.40224-001;Scil_g11001	1.588348475314187e-29	6.101725766357545e-91										Aque_Aqu2.1.41034-001;Scil_g10109	1.5263510653605754e-47	1.9989566733503683e-149	Aque_Aqu2.1.39934-001;Scil_g898	2.394208137158836e-59	2.6993486284459314e-204	Aque_Aqu2.1.42789-001;Scil_g6184	1.2639182154503181e-79	1.4568704947031035e-94	Aque_Aqu2.1.23412-001;Scil_g10318	1.3508487818249637e-15	5.375190660101532e-131	Aque_Aqu2.1.41308-001;Scil_g4911	2.151919849648586e-52	6.119197547869049e-80	Aque_Aqu2.1.27559-001;Scil_g13584	1.2565950443028818e-30	1.2029324188583056e-129							Aque_Aqu2.1.08677-001;Scil_g130	2.4844325760382654e-06	4.0112072596266123e-53	Aque_Aqu2.1.37897-001;Scil_g10541	5.267552629712014e-15	1.3466769025302253e-132
																								Aque_Aqu2.1.37897-001;Scil_g10541	2.621382569344745e-18	1.1456842720104019e-125										Aque_Aqu2.1.35077-001;Scil_g1925	7.971932862918167e-47	3.7542346207751636e-142	Aque_Aqu2.1.37762-001;Scil_g10909	3.3381192514470074e-59	2.28891007541165e-230	Aque_Aqu2.1.37974-001;Scil_g13124	6.094716138194501e-15	1.440043622425943e-159	Aque_Aqu2.1.25378-001;Scil_g10648	5.911304400018136e-31	2.7368448364674213e-69	Aque_Aqu2.1.28485-001;Scil_g3011	6.50102979450714e-63	5.664199113903309e-65	Aque_Aqu2.1.39147-001;Scil_g10727	9.736183916716592e-27	4.154369703068339e-87							Aque_Aqu2.1.08677-001;Scil_g13539	2.4844325760382654e-06	4.3305419583516825e-67	Aque_Aqu2.1.35077-001;Scil_g1925	8.111721222690014e-24	3.632065566440853e-123
																								Aque_Aqu2.1.25378-001;Scil_g10648	1.4116440755895415e-18	9.95054578048598e-83										Aque_Aqu2.1.37974-001;Scil_g13124	0.0012457711150758854	1.440043622425943e-159	Aque_Aqu2.1.23412-001;Scil_g10318	1.3508487818249637e-15	2.6930087639678053e-238	Aque_Aqu2.1.33543-001;Scil_g2483	9.214772329244842e-31	4.803739012017477e-159	Aque_Aqu2.1.43837-001;Scil_g11217	1.1871307877390708e-51	4.245980281265512e-65	Aque_Aqu2.1.15787-001;Scil_g8438	7.262197228419359e-18	3.203687522845791e-74	Aque_Aqu2.1.28485-001;Scil_g3011	6.50102979450714e-63	1.7885208264390485e-96							Aque_Aqu2.1.27224-001;Scil_g2125	0.00031038326859950165	7.978194181701999e-06	Aque_Aqu2.1.31156-001;Scil_g934	2.2618357481412257e-18	3.187761231484599e-127
																								Aque_Aqu2.1.41034-001;Scil_g10109	1.7521830639439868e-23	5.363888223878153e-109										Aque_Aqu2.1.40224-001;Scil_g11001	2.631596341025549e-53	1.3399004150438272e-121	Aque_Aqu2.1.44322-001;Scil_g8502	3.949705092162152e-06	4.329584583627883e-199	Aque_Aqu2.1.07543-001;Scil_g9250	2.860189126298224e-57	2.721435095952227e-130	Aque_Aqu2.1.28485-001;Scil_g3011	6.50102979450714e-63	9.411813908431828e-75	Aque_Aqu2.1.31156-001;Scil_g934	7.868425638375673e-57	1.3550010493956119e-48	Aque_Aqu2.1.41308-001;Scil_g4911	2.151919849648586e-52	2.54633051855732e-106							Aque_Aqu2.1.41892-001;Scil_g2609	4.663854846869599e-09	2.5496084693932424e-33	Aque_Aqu2.1.26235-001;Scil_g10351	0.00255188063028496	1.0880799090236031e-127
																								Aque_Aqu2.1.29050-001;Scil_g13035	1.1009526648807342e-23	6.465733781934701e-120										Aque_Aqu2.1.39147-001;Scil_g10727	1.2368110189035155e-16	7.513425537122112e-124	Aque_Aqu2.1.31383-001;Scil_g6171	2.2954183694801987e-34	1.7399426912413675e-74	Aque_Aqu2.1.41034-001;Scil_g10109	8.955384651012854e-58	1.9989566733503683e-149	Aque_Aqu2.1.26386-001;Scil_g3151	5.105467772966514e-54	3.562871497295854e-52	Aque_Aqu2.1.25378-001;Scil_g10648	5.911304400018136e-31	1.3859039755628669e-71	Aque_Aqu2.1.40224-001;Scil_g11001	2.169681369939558e-60	6.101725766357545e-91							Aque_Aqu2.1.28223-001;Scil_g2609	6.254528262419945e-10	2.5496084693932424e-33	Aque_Aqu2.1.43964-001;Scil_g12296	3.214376513534616e-20	4.998613850484266e-127
																								Aque_Aqu2.1.31194-001;Scil_g2893	9.959623795540154e-31	1.0150715543948034e-123										Aque_Aqu2.1.37748-001;Scil_g13124	0.0004474081494303829	1.440043622425943e-159	Aque_Aqu2.1.33543-001;Scil_g2483	9.214772329244842e-31	2.4208191274464857e-204	Aque_Aqu2.1.26243-001;Scil_g10351	7.179247410449529e-18	7.08398866832892e-149	Aque_Aqu2.1.41308-001;Scil_g4911	2.151919849648586e-52	1.5341543968365e-85	Aque_Aqu2.1.41195-001;Scil_g8806	8.728983795571548e-51	2.298035610377564e-61	Aque_Aqu2.1.26684-001;Scil_g9100	1.5638574268600387e-53	1.0035499257504597e-104							Aque_Aqu2.1.35197-001;Scil_g12865	0.001397778378337451	6.315377043284139e-10	Aque_Aqu2.1.12182-001;Scil_g126	2.0519916326002823e-22	4.97121277732649e-123
																								Aque_Aqu2.1.19270-001;Scil_g3638	6.493294373421388e-22	1.5948665462031745e-111										Aque_Aqu2.1.33443-001;Scil_g7730	0.0008685524716291751	2.6050196296166155e-119	Aque_Aqu2.1.43964-001;Scil_g12296	1.2415478694227928e-47	3.383163099003035e-164	Aque_Aqu2.1.18813-001;Scil_g2370	1.3570687017280117e-64	8.301935740949479e-119	Aque_Aqu2.1.24263-001;Scil_g13234	4.701194453779921e-52	3.1734013630346153e-54	Aque_Aqu2.1.32930-001;Scil_g9250	1.754004206105032e-49	8.789130085628189e-50	Aque_Aqu2.1.28570-001;Scil_g9100	3.509952600729791e-18	1.0035499257504597e-104							Aque_Aqu2.1.41331-001;Scil_g480	0.0002011117202855278	3.092830560358061e-15	Aque_Aqu2.1.18692-001;Scil_g3716	2.8402431777823768e-14	4.657248853766761e-104
																								Aque_Aqu2.1.26235-001;Scil_g10351	0.0007411481609471346	1.1580364520251981e-105										Aque_Aqu2.1.41260-001;Scil_g10372	1.0812463531255155e-52	1.6920269179713243e-141	Aque_Aqu2.1.35077-001;Scil_g1925	5.536326764560362e-71	4.5482799357800166e-175	Aque_Aqu2.1.19270-001;Scil_g3638	2.1741224728065606e-36	3.0397548594067224e-143	Aque_Aqu2.1.38546-001;Scil_g13572	1.0671613374836573e-52	6.211280322015052e-75	Aque_Aqu2.1.43837-001;Scil_g11217	1.1871307877390708e-51	4.591856762452543e-69	Aque_Aqu2.1.18813-001;Scil_g2370	1.3570687017280117e-64	1.4642708276231891e-97							Aque_Aqu2.1.41653-001;Scil_g8832	0.00013887723070974377	1.2128200635817152e-09	Aque_Aqu2.1.18087-001;Scil_g6946	1.0950419374912689e-17	2.0874464023264398e-138
																								Aque_Aqu2.1.31156-001;Scil_g3115	1.341600289203714e-21	4.6554151080818974e-104										Aque_Aqu2.1.32930-001;Scil_g9250	2.2022963459244614e-35	2.721435095952227e-130	Aque_Aqu2.1.29989-001;Scil_g1960	1.925747833113352e-52	3.8411450141462353e-180	Aque_Aqu2.1.41308-001;Scil_g4911	2.151919849648586e-52	6.800158371790932e-149	Aque_Aqu2.1.22710-001;Scil_g8427	4.8151972413303454e-54	3.342430794526215e-51	Aque_Aqu2.1.26243-001;Scil_g10351	7.179247410449529e-18	2.353619474676264e-58	Aque_Aqu2.1.41034-001;Scil_g10109	8.955384651012854e-58	5.363888223878153e-109							Aque_Aqu2.1.33443-001;Scil_g2609	0.0010375121140174422	2.5496084693932424e-33	Aque_Aqu2.1.44221-001;Scil_g6803	1.0713511198080788e-31	1.906518826981585e-143
																								Aque_Aqu2.1.26243-001;Scil_g10351	3.136482850570384e-05	1.1580364520251981e-105										Aque_Aqu2.1.33636-001;Scil_g4533	1.959664891254364e-51	1.8106888236106536e-122	Aque_Aqu2.1.28485-001;Scil_g3011	6.50102979450714e-63	4.8249382325839446e-207	Aque_Aqu2.1.28570-001;Scil_g9100	3.509952600729791e-18	8.429123104358075e-154	Aque_Aqu2.1.33543-001;Scil_g2483	9.214772329244842e-31	3.0059104757024366e-76	Aque_Aqu2.1.40409-001;Scil_g9552	6.275386168116754e-52	1.957368299162268e-60	Aque_Aqu2.1.35984-001;Scil_g126	1.047947088471877e-49	3.986600781755604e-93							Aque_Aqu2.1.31551-001;Scil_g12129	3.9674415973606416e-07	0.009806680288221868	Aque_Aqu2.1.28647-001;Scil_g9745	7.570416926969237e-22	6.083517751300122e-149
																								Aque_Aqu2.1.12182-001;Scil_g126	1.6566869056354067e-24	3.986600781755604e-93										Aque_Aqu2.1.39934-001;Scil_g898	1.8092250137901903e-49	4.429369527428124e-142	Aque_Aqu2.1.12182-001;Scil_g126	5.4376647498412236e-55	2.8021820890389442e-177	Aque_Aqu2.1.31383-001;Scil_g6171	2.2954183694801987e-34	4.140231065806796e-34	Aque_Aqu2.1.12182-001;Scil_g126	5.4376647498412236e-55	2.507770931102155e-52	Aque_Aqu2.1.35984-001;Scil_g126	1.047947088471877e-49	4.65812558029247e-56	Aque_Aqu2.1.24263-001;Scil_g13234	4.701194453779921e-52	5.262125983873594e-122										Aque_Aqu2.1.28223-001;Scil_g13004	0.0021934974242093703	8.305332241445597e-151
																								Aque_Aqu2.1.33636-001;Scil_g4533	4.672242161200613e-30	8.389187178288326e-91										Aque_Aqu2.1.33543-001;Scil_g2483	2.363391478100009e-14	4.803739012017477e-159	Aque_Aqu2.1.41308-001;Scil_g4911	2.151919849648586e-52	2.0933715634038223e-215	Aque_Aqu2.1.35077-001;Scil_g1925	5.536326764560362e-71	3.7542346207751636e-142	Aque_Aqu2.1.14207-001;Scil_g3151	9.8525005996752e-13	3.562871497295854e-52	Aque_Aqu2.1.33543-001;Scil_g2483	9.214772329244842e-31	2.0642190378110785e-59	Aque_Aqu2.1.29050-001;Scil_g13035	9.99776343746566e-60	6.465733781934701e-120										Aque_Aqu2.1.26243-001;Scil_g10351	0.000849393967884994	1.0880799090236031e-127
																								Aque_Aqu2.1.31383-001;Scil_g5475	1.627448642617829e-06	1.4775950835570399e-67										Aque_Aqu2.1.28223-001;Scil_g7730	0.006433515386354965	2.6050196296166155e-119	Aque_Aqu2.1.26386-001;Scil_g3151	5.105467772966514e-54	5.110249195983151e-156	Aque_Aqu2.1.40224-001;Scil_g11001	2.169681369939558e-60	1.3399004150438272e-121	Aque_Aqu2.1.31383-001;Scil_g6171	2.2954183694801987e-34	4.283642587552604e-09	Aque_Aqu2.1.07543-001;Scil_g9250	2.860189126298224e-57	8.789130085628189e-50	Aque_Aqu2.1.31156-001;Scil_g3115	7.868425638375673e-57	4.6554151080818974e-104										Aque_Aqu2.1.35984-001;Scil_g126	2.892935649568198e-13	4.97121277732649e-123
																								Aque_Aqu2.1.39147-001;Scil_g10727	1.0586223918565407e-08	4.154369703068339e-87										Aque_Aqu2.1.41892-001;Scil_g7730	0.0028627560923391595	2.6050196296166155e-119	Aque_Aqu2.1.19270-001;Scil_g3638	2.1741224728065606e-36	8.055367761703355e-157	Aque_Aqu2.1.41260-001;Scil_g10372	7.46132499654788e-54	1.6920269179713243e-141	Aque_Aqu2.1.35077-001;Scil_g1925	5.536326764560362e-71	2.3870164375299376e-59	Aque_Aqu2.1.18688-001;Scil_g8353	1.0969905618540202e-65	8.765752655777127e-57	Aque_Aqu2.1.39934-001;Scil_g898	2.394208137158836e-59	4.308549653003146e-109										Aque_Aqu2.1.31194-001;Scil_g2893	1.9633711444034528e-19	4.065461872630448e-115
																								Aque_Aqu2.1.14207-001;Scil_g3151	0.0006627619481552236	1.5161923649903748e-116										Aque_Aqu2.1.07543-001;Scil_g9250	4.982396313235878e-42	2.721435095952227e-130	Aque_Aqu2.1.29050-001;Scil_g13035	9.99776343746566e-60	1.1142082493636086e-164	Aque_Aqu2.1.26235-001;Scil_g10351	2.0733447651406274e-07	7.08398866832892e-149	Aque_Aqu2.1.39147-001;Scil_g10727	9.736183916716592e-27	1.4278147545987724e-68	Aque_Aqu2.1.43964-001;Scil_g12296	1.2415478694227928e-47	5.501661048374135e-57	Aque_Aqu2.1.25378-001;Scil_g10648	5.911304400018136e-31	9.95054578048598e-83										Aque_Aqu2.1.12854-001;Scil_g6390	1.8541465423733834e-16	2.460270925587279e-110
																								Aque_Aqu2.1.41308-001;Scil_g4911	1.1644590681118583e-16	2.54633051855732e-106										Aque_Aqu2.1.18087-001;Scil_g6946	3.668345154047155e-55	4.2944620418640047e-131	Aque_Aqu2.1.31194-001;Scil_g2893	9.448622413345502e-53	5.5970310281644425e-148	Aque_Aqu2.1.35984-001;Scil_g126	1.047947088471877e-49	1.7048793861741641e-133	Aque_Aqu2.1.19270-001;Scil_g3638	2.1741224728065606e-36	5.503208260553225e-60	Aque_Aqu2.1.22535-001;Scil_g10318	1.7528568593068535e-30	6.603369413117707e-68	Aque_Aqu2.1.07543-001;Scil_g9250	2.860189126298224e-57	5.7746026627104943e-98										Aque_Aqu2.1.28816-001;Scil_g12156	2.2193661754126178e-17	3.071896165372726e-136
